x, Bphi, vr, vz, rho, Omega, Psi, T, P, Bphi', vr', vz', rho', Omega', Psi', T', P'
        6.301000000000004E-001,       -2.379873599176622E-001,        3.408720674919875E-002,       -1.992362840563640E-002,        2.565302037042259E-002,        8.686518974925000E-001,        9.463661359995215E-001,        1.076260170573756E+000,        2.760934828766589E-002,       -1.089573684317892E-002,       -3.602635589125870E-001,        2.061033755361376E-001,       -2.175204737501479E-001,        2.256816057585771E-001,       -1.253761628868140E-001,        1.900846230594468E-001,       -2.292323774741702E-001
        6.401000000000004E-001,       -2.380959055601023E-001,        3.065975406853851E-002,       -1.793327506080682E-002,        2.357197275503059E-002,        8.709157716531276E-001,        9.451120802582581E-001,        1.078164402994147E+000,        2.541448617946312E-002,       -1.081690352593298E-002,       -3.258122989756591E-001,        1.921802087861791E-001,       -1.989722545262927E-001,        2.270753185321188E-001,       -1.254325472972365E-001,        1.907587198594223E-001,       -2.100282426664291E-001
        6.501000000000005E-001,       -2.382037613564191E-001,        2.755979657404067E-002,       -1.607587546955455E-002,        2.166816308746811E-002,        8.731930751171836E-001,        9.438575316304630E-001,        1.080075284948011E+000,        2.340327171210405E-002,       -1.075710727785450E-002,       -2.947100575457598E-001,        1.795009821325957E-001,       -1.820481198806116E-001,        2.283703456719729E-001,       -1.254749545082963E-001,        1.914148143561635E-001,       -1.924780675394745E-001
        6.601000000000005E-001,       -2.383110990991854E-001,        2.475543157130137E-002,       -1.433933554498461E-002,        1.992607258344912E-002,        8.754829023988913E-001,        9.426026236546853E-001,        1.081992644840560E+000,        2.155988825944451E-002,       -1.071275080031106E-002,       -2.666443953146256E-001,        1.679973495420548E-001,       -1.666057157666548E-001,        2.295824601838345E-001,       -1.255046120823403E-001,        1.920545644071325E-001,       -1.764392658575583E-001
        6.701000000000005E-001,       -2.384180579471999E-001,        2.221773829314399E-002,       -1.271222650642176E-002,        1.833154567312586E-002,        8.777844917811466E-001,        9.413474781522266E-001,        1.083916326642835E+000,        1.986988593815341E-002,       -1.068088436945476E-002,       -2.413304493117510E-001,        1.576042592864187E-001,       -1.525146119833354E-001,        2.307247481664144E-001,       -1.255226374043497E-001,        1.926794370985234E-001,       -1.617809660788905E-001
        6.801000000000005E-001,       -2.385247503191145E-001,        1.992051450792878E-002,       -1.118375204206966E-002,        1.687167497272798E-002,        8.800972009020254E-001,        9.400922062807983E-001,        1.085846188521799E+000,        1.832006826226979E-002,       -1.065909222121229E-002,       -2.185092322574033E-001,        1.482604474207880E-001,       -1.396554627050360E-001,        2.318080565570312E-001,       -1.255300475026529E-001,        1.932907977586696E-001,       -1.483832123695081E-001
        6.901000000000005E-001,       -2.386312667463480E-001,        1.784003129031236E-002,       -9.743711789072698E-003,        1.553469456908915E-002,        8.824204864894838E-001,        9.388369094917676E-001,        1.087782101657914E+000,        1.689838701633802E-002,       -1.064539844312407E-002,       -1.979449665964971E-001,        1.399081470810839E-001,       -1.279191852634694E-001,        2.328414054792065E-001,       -1.255277680305189E-001,        1.938898876494071E-001,       -1.361361800035963E-001
        7.001000000000005E-001,       -2.387376798701035E-001,        1.595480607986980E-002,       -8.382462984517437E-003,        1.430988136311550E-002,        8.847538875301092E-001,        9.375816804022672E-001,        1.089723949091386E+000,        1.559384475076802E-002,       -1.063818913334572E-002,       -1.794237571086953E-001,        1.324935549613639E-001,       -1.172061709266647E-001,        2.338322790768443E-001,       -1.255166414917170E-001,        1.944778390555116E-001,       -1.249394166354456E-001
        7.101000000000005E-001,       -2.388440477295921E-001,        1.424539352203691E-002,       -7.090881006189240E-003,        1.318746412208912E-002,        8.870970112920742E-001,        9.363266035885487E-001,        1.091671624679925E+000,        1.439640471664541E-002,       -1.063614807361307E-002,       -1.627517592964759E-001,        1.259668421662486E-001,       -1.074255332792272E-001,        2.347868892292346E-001,       -1.254974347542175E-001,        1.950556847553153E-001,       -1.147011166025211E-001
        7.201000000000005E-001,       -2.389504164648371E-001,        1.269419340765519E-002,       -5.860319596749516E-003,        1.215853984125372E-002,        8.894495217127301E-001,        9.350717563075375E-001,        1.093625032148964E+000,        1.329690787109731E-002,       -1.063820362177645E-002,       -1.477534972498737E-001,        1.202821451808329E-001,       -9.849439847715000E-002,        2.357103907308032E-001,       -1.254708459054414E-001,        1.956243668118679E-001,       -1.053374330432639E-001
        7.301000000000005E-001,       -2.390568225363522E-001,        1.128527483874560E-002,       -4.682571339123325E-003,        1.121499698396489E-002,        8.918111297440310E-001,        9.338172091529154E-001,        1.095584084224359E+000,        1.228699656071387E-002,       -1.064348490332643E-002,       -1.342703307090697E-001,        1.153975479859246E-001,       -9.033723950537761E-002,        2.366070584397595E-001,       -1.254375104999525E-001,        1.961847445543612E-001,       -9.677183049637865E-002
        7.401000000000005E-001,       -2.391632945464468E-001,        1.000421564482167E-002,       -3.549828799605881E-003,        1.034944515601473E-002,        8.941815853179600E-001,        9.325630266515593E-001,        1.097548701843368E+000,        1.135904447110276E-002,       -1.065128570072194E-002,       -1.221589381001402E-001,        1.112749680749085E-001,       -8.288525509368611E-002,        2.374804352981814E-001,       -1.253980072483780E-001,        1.967376020550720E-001,       -8.893447910743679E-002
        7.501000000000005E-001,       -2.392698547322585E-001,        8.837956030253511E-003,       -2.454646651615205E-003,        9.555150768775078E-003,        8.965606706518319E-001,        9.313092678056905E-001,        1.099518813435746E+000,        1.050609242625728E-002,       -1.066103470892489E-002,       -1.112899484889708E-001,        1.078800481141088E-001,       -7.607579289541799E-002,        2.383334537851728E-001,       -1.253528631936878E-001,        1.972836546877345E-001,       -8.176169047079726E-002
        7.601000000000006E-001,       -2.393765201884800E-001,        7.774665419834342E-003,       -1.389904999003530E-003,        8.825978253857350E-003,        8.989481946615948E-001,        9.300559865856380E-001,        1.101494354264643E+000,        9.721789624489051E-003,       -1.067227105089403E-002,       -1.015466818595455E-001,        1.051820337514884E-001,       -6.985181576718194E-002,        2.391685363868315E-001,       -1.253025584182297E-001,        1.978235549537256E-001,       -7.519539430856258E-002
        7.701000000000006E-001,       -2.394833038676591E-001,        6.803621483132785E-003,       -3.487740348187205E-004,        8.156336406316477E-003,        9.013439882914537E-001,        9.288032323777192E-001,        1.103475265822204E+000,        9.000339907961018E-003,       -1.068462413557807E-002,       -9.282393165285169E-002,        1.031535952924905E-001,       -6.416140946844166E-002,        2.399876796828173E-001,       -1.252475303220806E-001,        1.983578985227900E-001,       -6.918265461951406E-002
        7.801000000000006E-001,       -2.395902153975351E-001,        5.915100370302568E-003,        6.753197888150753E-004,        7.541129451910967E-003,        9.037479006007946E-001,        9.275510503913063E-001,        1.105461495308392E+000,        8.336452681991088E-003,       -1.069779709951757E-002,       -8.502708479073505E-002,        1.017708268372767E-001,       -5.895732975880907E-002,        2.407925196272027E-001,       -1.251881775100865E-001,        1.988872285121015E-001,       -6.367522357802147E-002
        7.901000000000006E-001,       -2.396972617480824E-001,        5.100277190828863E-003,        1.688726184379181E-003,        6.975712456112277E-003,        9.061597954789664E-001,        9.262994820288506E-001,        1.107452995105550E+000,        7.725298113408727E-003,       -1.071155320138210E-002,       -7.807086288368285E-002,        1.010128824642688E-001,       -5.419658663758545E-002,        2.415843938158905E-001,       -1.251248633225674E-001,        1.994120407110820E-001,       -5.862913114000436E-002
        8.001000000000006E-001,       -2.398044477751008E-001,        4.351135883656675E-003,        2.697601883713566E-003,        6.455850717019092E-003,        9.085795488821606E-001,        9.250485652225546E-001,        1.109449722106242E+000,        7.162466285761820E-003,       -1.072570465196305E-002,       -7.187859635866770E-002,        1.008619521454634E-001,       -4.984006331934745E-002,        2.423643853003138E-001,       -1.250579190397841E-001,        1.999327637298696E-001,       -5.400430832332646E-002
        8.101000000000006E-001,       -2.399117767019157E-001,        3.660385721880747E-003,        3.707955177967611E-003,        5.977684002893069E-003,        9.110070486104912E-001,        9.237983349411211E-001,        1.111451571518101E+000,        6.643941744100755E-003,       -1.074010330200541E-002,       -6.638151191715064E-002,        1.013032174700102E-001,       -4.585210165350533E-002,        2.431333558918019E-001,       -1.249876459059895E-001,        2.004361335458986E-001,       -4.976424657109713E-002
        8.201000000000006E-001,       -2.400192503590776E-001,        3.021393731131812E-003,        4.725628310243808E-003,        5.537689833898274E-003,        9.134421859606492E-001,        9.225488228834974E-001,        1.113458433128324E+000,        6.166033107534952E-003,       -1.075463357561777E-002,       -6.151719503481317E-002,        1.023239794636454E-001,       -4.220039874712912E-002,        2.438920039419026E-001,       -1.249143205094205E-001,        2.009352535843409E-001,       -4.587567275532309E-002
        8.301000000000006E-001,       -2.401268695950226E-001,        2.428111122511851E-003,        5.756368981572710E-003,        5.132655299751566E-003,        9.158848604275754E-001,        9.213000582951268E-001,        1.115470265959321E+000,        5.725379519981332E-003,       -1.076920586282912E-002,       -5.723053467283318E-002,        1.039149068894088E-001,       -3.885548284220240E-002,        2.446408549211147E-001,       -1.248381943731839E-001,        2.014304218484343E-001,       -4.230826285773778E-002
        8.401000000000006E-001,       -2.402346344713079E-001,        1.875015580869829E-003,        6.805840161635906E-003,        4.759648739027156E-003,        9.183349761344760E-001,        9.200520680175956E-001,        1.117487031854170E+000,        5.318909714713195E-003,       -1.078375163437593E-002,       -5.347156190744923E-002,        1.060686085704208E-001,       -3.579053381208937E-002,        2.453803071177516E-001,       -1.247594970921650E-001,        2.019219063108599E-001,       -3.903438005139363E-002
